idx,item,rejection_id,swapped,type,name1,name2,preamble,no,wait,continuation1,continuation2
3723,207,7,False,arc,Sophie,Amber,"The reporter, who was excited about the good news, hid behind the trees.","Nope,","Hey, wait a minute. No,",she was not.,she did not.
3724,207,7,True,arc,Sophie,Amber,"The reporter, who hid behind the trees, was excited about the good news.","Nope,","Hey, wait a minute. No,",she did not.,she was not.
3725,207,8,False,arc,Sophie,Amber,"The reporter, who was excited about the good news, hid behind the trees.","Nope,","Hang on a minute. No,",she was not.,she did not.
3726,207,8,True,arc,Sophie,Amber,"The reporter, who hid behind the trees, was excited about the good news.","Nope,","Hang on a minute. No,",she did not.,she was not.
3727,208,0,False,arc,Dominic,Anna,"The violinist, who was born in 1992, had a bad dream.","No,","Wait no,",she was not.,she did not.
3728,208,0,True,arc,Dominic,Anna,"The violinist, who had a bad dream, was born in 1992.","No,","Wait no,",she did not.,she was not.
3729,208,1,False,arc,Dominic,Anna,"The violinist, who was born in 1992, had a bad dream.","No,","Hey, wait a minute. No,",she was not.,she did not.
3730,208,1,True,arc,Dominic,Anna,"The violinist, who had a bad dream, was born in 1992.","No,","Hey, wait a minute. No,",she did not.,she was not.
3731,208,2,False,arc,Dominic,Anna,"The violinist, who was born in 1992, had a bad dream.","No,","Hang on a minute. No,",she was not.,she did not.
3732,208,2,True,arc,Dominic,Anna,"The violinist, who had a bad dream, was born in 1992.","No,","Hang on a minute. No,",she did not.,she was not.
3733,208,3,False,arc,Dominic,Anna,"The violinist, who was born in 1992, had a bad dream.","Thats not true. No,","Wait no,",she was not.,she did not.
3734,208,3,True,arc,Dominic,Anna,"The violinist, who had a bad dream, was born in 1992.","Thats not true. No,","Wait no,",she did not.,she was not.
3735,208,4,False,arc,Dominic,Anna,"The violinist, who was born in 1992, had a bad dream.","Thats not true. No,","Hey, wait a minute. No,",she was not.,she did not.
3736,208,4,True,arc,Dominic,Anna,"The violinist, who had a bad dream, was born in 1992.","Thats not true. No,","Hey, wait a minute. No,",she did not.,she was not.
3737,208,5,False,arc,Dominic,Anna,"The violinist, who was born in 1992, had a bad dream.","Thats not true. No,","Hang on a minute. No,",she was not.,she did not.
3738,208,5,True,arc,Dominic,Anna,"The violinist, who had a bad dream, was born in 1992.","Thats not true. No,","Hang on a minute. No,",she did not.,she was not.
3739,208,6,False,arc,Dominic,Anna,"The violinist, who was born in 1992, had a bad dream.","Nope,","Wait no,",she was not.,she did not.
3740,208,6,True,arc,Dominic,Anna,"The violinist, who had a bad dream, was born in 1992.","Nope,","Wait no,",she did not.,she was not.
3741,208,7,False,arc,Dominic,Anna,"The violinist, who was born in 1992, had a bad dream.","Nope,","Hey, wait a minute. No,",she was not.,she did not.
3742,208,7,True,arc,Dominic,Anna,"The violinist, who had a bad dream, was born in 1992.","Nope,","Hey, wait a minute. No,",she did not.,she was not.
3743,208,8,False,arc,Dominic,Anna,"The violinist, who was born in 1992, had a bad dream.","Nope,","Hang on a minute. No,",she was not.,she did not.
3744,208,8,True,arc,Dominic,Anna,"The violinist, who had a bad dream, was born in 1992.","Nope,","Hang on a minute. No,",she did not.,she was not.
3745,209,0,False,arc,Katelyn,Katie,"The teacher, who was nervous about the upcoming debate, forgot to do the laundry.","No,","Wait no,",he was not.,he did not.
3746,209,0,True,arc,Katelyn,Katie,"The teacher, who forgot to do the laundry, was nervous about the upcoming debate.","No,","Wait no,",he did not.,he was not.
3747,209,1,False,arc,Katelyn,Katie,"The teacher, who was nervous about the upcoming debate, forgot to do the laundry.","No,","Hey, wait a minute. No,",he was not.,he did not.
3748,209,1,True,arc,Katelyn,Katie,"The teacher, who forgot to do the laundry, was nervous about the upcoming debate.","No,","Hey, wait a minute. No,",he did not.,he was not.
3749,209,2,False,arc,Katelyn,Katie,"The teacher, who was nervous about the upcoming debate, forgot to do the laundry.","No,","Hang on a minute. No,",he was not.,he did not.
3750,209,2,True,arc,Katelyn,Katie,"The teacher, who forgot to do the laundry, was nervous about the upcoming debate.","No,","Hang on a minute. No,",he did not.,he was not.
3751,209,3,False,arc,Katelyn,Katie,"The teacher, who was nervous about the upcoming debate, forgot to do the laundry.","Thats not true. No,","Wait no,",he was not.,he did not.
3752,209,3,True,arc,Katelyn,Katie,"The teacher, who forgot to do the laundry, was nervous about the upcoming debate.","Thats not true. No,","Wait no,",he did not.,he was not.
3753,209,4,False,arc,Katelyn,Katie,"The teacher, who was nervous about the upcoming debate, forgot to do the laundry.","Thats not true. No,","Hey, wait a minute. No,",he was not.,he did not.
3754,209,4,True,arc,Katelyn,Katie,"The teacher, who forgot to do the laundry, was nervous about the upcoming debate.","Thats not true. No,","Hey, wait a minute. No,",he did not.,he was not.
3755,209,5,False,arc,Katelyn,Katie,"The teacher, who was nervous about the upcoming debate, forgot to do the laundry.","Thats not true. No,","Hang on a minute. No,",he was not.,he did not.
3756,209,5,True,arc,Katelyn,Katie,"The teacher, who forgot to do the laundry, was nervous about the upcoming debate.","Thats not true. No,","Hang on a minute. No,",he did not.,he was not.
3757,209,6,False,arc,Katelyn,Katie,"The teacher, who was nervous about the upcoming debate, forgot to do the laundry.","Nope,","Wait no,",he was not.,he did not.
3758,209,6,True,arc,Katelyn,Katie,"The teacher, who forgot to do the laundry, was nervous about the upcoming debate.","Nope,","Wait no,",he did not.,he was not.
3759,209,7,False,arc,Katelyn,Katie,"The teacher, who was nervous about the upcoming debate, forgot to do the laundry.","Nope,","Hey, wait a minute. No,",he was not.,he did not.
3760,209,7,True,arc,Katelyn,Katie,"The teacher, who forgot to do the laundry, was nervous about the upcoming debate.","Nope,","Hey, wait a minute. No,",he did not.,he was not.
3761,209,8,False,arc,Katelyn,Katie,"The teacher, who was nervous about the upcoming debate, forgot to do the laundry.","Nope,","Hang on a minute. No,",he was not.,he did not.
3762,209,8,True,arc,Katelyn,Katie,"The teacher, who forgot to do the laundry, was nervous about the upcoming debate.","Nope,","Hang on a minute. No,",he did not.,he was not.
3763,210,0,False,arc,Alondra,Alexa,"The tenant, who was trying to fix the broken window, seemed very eager to return home.","No,","Wait no,",she was not.,she did not.
3764,210,0,True,arc,Alondra,Alexa,"The tenant, who seemed very eager to return home, was trying to fix the broken window.","No,","Wait no,",she did not.,she was not.
3765,210,1,False,arc,Alondra,Alexa,"The tenant, who was trying to fix the broken window, seemed very eager to return home.","No,","Hey, wait a minute. No,",she was not.,she did not.
3766,210,1,True,arc,Alondra,Alexa,"The tenant, who seemed very eager to return home, was trying to fix the broken window.","No,","Hey, wait a minute. No,",she did not.,she was not.
3767,210,2,False,arc,Alondra,Alexa,"The tenant, who was trying to fix the broken window, seemed very eager to return home.","No,","Hang on a minute. No,",she was not.,she did not.
3768,210,2,True,arc,Alondra,Alexa,"The tenant, who seemed very eager to return home, was trying to fix the broken window.","No,","Hang on a minute. No,",she did not.,she was not.
3769,210,3,False,arc,Alondra,Alexa,"The tenant, who was trying to fix the broken window, seemed very eager to return home.","Thats not true. No,","Wait no,",she was not.,she did not.
3770,210,3,True,arc,Alondra,Alexa,"The tenant, who seemed very eager to return home, was trying to fix the broken window.","Thats not true. No,","Wait no,",she did not.,she was not.
3771,210,4,False,arc,Alondra,Alexa,"The tenant, who was trying to fix the broken window, seemed very eager to return home.","Thats not true. No,","Hey, wait a minute. No,",she was not.,she did not.
3772,210,4,True,arc,Alondra,Alexa,"The tenant, who seemed very eager to return home, was trying to fix the broken window.","Thats not true. No,","Hey, wait a minute. No,",she did not.,she was not.
3773,210,5,False,arc,Alondra,Alexa,"The tenant, who was trying to fix the broken window, seemed very eager to return home.","Thats not true. No,","Hang on a minute. No,",she was not.,she did not.
3774,210,5,True,arc,Alondra,Alexa,"The tenant, who seemed very eager to return home, was trying to fix the broken window.","Thats not true. No,","Hang on a minute. No,",she did not.,she was not.
3775,210,6,False,arc,Alondra,Alexa,"The tenant, who was trying to fix the broken window, seemed very eager to return home.","Nope,","Wait no,",she was not.,she did not.
3776,210,6,True,arc,Alondra,Alexa,"The tenant, who seemed very eager to return home, was trying to fix the broken window.","Nope,","Wait no,",she did not.,she was not.
3777,210,7,False,arc,Alondra,Alexa,"The tenant, who was trying to fix the broken window, seemed very eager to return home.","Nope,","Hey, wait a minute. No,",she was not.,she did not.
3778,210,7,True,arc,Alondra,Alexa,"The tenant, who seemed very eager to return home, was trying to fix the broken window.","Nope,","Hey, wait a minute. No,",she did not.,she was not.
3779,210,8,False,arc,Alondra,Alexa,"The tenant, who was trying to fix the broken window, seemed very eager to return home.","Nope,","Hang on a minute. No,",she was not.,she did not.
3780,210,8,True,arc,Alondra,Alexa,"The tenant, who seemed very eager to return home, was trying to fix the broken window.","Nope,","Hang on a minute. No,",she did not.,she was not.
3781,211,0,False,arc,Evelyn,Malik,"The optician, who was nervous about the stressful situation, has two sisters.","No,","Wait no,",she was not.,she does not.
3782,211,0,True,arc,Evelyn,Malik,"The optician, who has two sisters, was nervous about the stressful situation.","No,","Wait no,",she does not.,she was not.
3783,211,1,False,arc,Evelyn,Malik,"The optician, who was nervous about the stressful situation, has two sisters.","No,","Hey, wait a minute. No,",she was not.,she does not.
3784,211,1,True,arc,Evelyn,Malik,"The optician, who has two sisters, was nervous about the stressful situation.","No,","Hey, wait a minute. No,",she does not.,she was not.
3785,211,2,False,arc,Evelyn,Malik,"The optician, who was nervous about the stressful situation, has two sisters.","No,","Hang on a minute. No,",she was not.,she does not.
3786,211,2,True,arc,Evelyn,Malik,"The optician, who has two sisters, was nervous about the stressful situation.","No,","Hang on a minute. No,",she does not.,she was not.
3787,211,3,False,arc,Evelyn,Malik,"The optician, who was nervous about the stressful situation, has two sisters.","Thats not true. No,","Wait no,",she was not.,she does not.
3788,211,3,True,arc,Evelyn,Malik,"The optician, who has two sisters, was nervous about the stressful situation.","Thats not true. No,","Wait no,",she does not.,she was not.
3789,211,4,False,arc,Evelyn,Malik,"The optician, who was nervous about the stressful situation, has two sisters.","Thats not true. No,","Hey, wait a minute. No,",she was not.,she does not.
3790,211,4,True,arc,Evelyn,Malik,"The optician, who has two sisters, was nervous about the stressful situation.","Thats not true. No,","Hey, wait a minute. No,",she does not.,she was not.
3791,211,5,False,arc,Evelyn,Malik,"The optician, who was nervous about the stressful situation, has two sisters.","Thats not true. No,","Hang on a minute. No,",she was not.,she does not.
3792,211,5,True,arc,Evelyn,Malik,"The optician, who has two sisters, was nervous about the stressful situation.","Thats not true. No,","Hang on a minute. No,",she does not.,she was not.
3793,211,6,False,arc,Evelyn,Malik,"The optician, who was nervous about the stressful situation, has two sisters.","Nope,","Wait no,",she was not.,she does not.
3794,211,6,True,arc,Evelyn,Malik,"The optician, who has two sisters, was nervous about the stressful situation.","Nope,","Wait no,",she does not.,she was not.
3795,211,7,False,arc,Evelyn,Malik,"The optician, who was nervous about the stressful situation, has two sisters.","Nope,","Hey, wait a minute. No,",she was not.,she does not.
3796,211,7,True,arc,Evelyn,Malik,"The optician, who has two sisters, was nervous about the stressful situation.","Nope,","Hey, wait a minute. No,",she does not.,she was not.
3797,211,8,False,arc,Evelyn,Malik,"The optician, who was nervous about the stressful situation, has two sisters.","Nope,","Hang on a minute. No,",she was not.,she does not.
3798,211,8,True,arc,Evelyn,Malik,"The optician, who has two sisters, was nervous about the stressful situation.","Nope,","Hang on a minute. No,",she does not.,she was not.
3799,212,0,False,arc,Christopher,Margaret,"The analyst, who was listening to the radio, frequently gives extreme opinions without backing them up.","No,","Wait no,",he was not.,he does not.
3800,212,0,True,arc,Christopher,Margaret,"The analyst, who frequently gives extreme opinions without backing them up, was listening to the radio.","No,","Wait no,",he does not.,he was not.
3801,212,1,False,arc,Christopher,Margaret,"The analyst, who was listening to the radio, frequently gives extreme opinions without backing them up.","No,","Hey, wait a minute. No,",he was not.,he does not.
3802,212,1,True,arc,Christopher,Margaret,"The analyst, who frequently gives extreme opinions without backing them up, was listening to the radio.","No,","Hey, wait a minute. No,",he does not.,he was not.
3803,212,2,False,arc,Christopher,Margaret,"The analyst, who was listening to the radio, frequently gives extreme opinions without backing them up.","No,","Hang on a minute. No,",he was not.,he does not.
3804,212,2,True,arc,Christopher,Margaret,"The analyst, who frequently gives extreme opinions without backing them up, was listening to the radio.","No,","Hang on a minute. No,",he does not.,he was not.
3805,212,3,False,arc,Christopher,Margaret,"The analyst, who was listening to the radio, frequently gives extreme opinions without backing them up.","Thats not true. No,","Wait no,",he was not.,he does not.
3806,212,3,True,arc,Christopher,Margaret,"The analyst, who frequently gives extreme opinions without backing them up, was listening to the radio.","Thats not true. No,","Wait no,",he does not.,he was not.
3807,212,4,False,arc,Christopher,Margaret,"The analyst, who was listening to the radio, frequently gives extreme opinions without backing them up.","Thats not true. No,","Hey, wait a minute. No,",he was not.,he does not.
3808,212,4,True,arc,Christopher,Margaret,"The analyst, who frequently gives extreme opinions without backing them up, was listening to the radio.","Thats not true. No,","Hey, wait a minute. No,",he does not.,he was not.
3809,212,5,False,arc,Christopher,Margaret,"The analyst, who was listening to the radio, frequently gives extreme opinions without backing them up.","Thats not true. No,","Hang on a minute. No,",he was not.,he does not.
3810,212,5,True,arc,Christopher,Margaret,"The analyst, who frequently gives extreme opinions without backing them up, was listening to the radio.","Thats not true. No,","Hang on a minute. No,",he does not.,he was not.
3811,212,6,False,arc,Christopher,Margaret,"The analyst, who was listening to the radio, frequently gives extreme opinions without backing them up.","Nope,","Wait no,",he was not.,he does not.
3812,212,6,True,arc,Christopher,Margaret,"The analyst, who frequently gives extreme opinions without backing them up, was listening to the radio.","Nope,","Wait no,",he does not.,he was not.
3813,212,7,False,arc,Christopher,Margaret,"The analyst, who was listening to the radio, frequently gives extreme opinions without backing them up.","Nope,","Hey, wait a minute. No,",he was not.,he does not.
3814,212,7,True,arc,Christopher,Margaret,"The analyst, who frequently gives extreme opinions without backing them up, was listening to the radio.","Nope,","Hey, wait a minute. No,",he does not.,he was not.
3815,212,8,False,arc,Christopher,Margaret,"The analyst, who was listening to the radio, frequently gives extreme opinions without backing them up.","Nope,","Hang on a minute. No,",he was not.,he does not.
3816,212,8,True,arc,Christopher,Margaret,"The analyst, who frequently gives extreme opinions without backing them up, was listening to the radio.","Nope,","Hang on a minute. No,",he does not.,he was not.
3817,213,0,False,arc,Isaiah,Ana,"The receptionist, who was on a diet, has two sisters.","No,","Wait no,",he was not.,he does not.
3818,213,0,True,arc,Isaiah,Ana,"The receptionist, who has two sisters, was on a diet.","No,","Wait no,",he does not.,he was not.
3819,213,1,False,arc,Isaiah,Ana,"The receptionist, who was on a diet, has two sisters.","No,","Hey, wait a minute. No,",he was not.,he does not.
3820,213,1,True,arc,Isaiah,Ana,"The receptionist, who has two sisters, was on a diet.","No,","Hey, wait a minute. No,",he does not.,he was not.
3821,213,2,False,arc,Isaiah,Ana,"The receptionist, who was on a diet, has two sisters.","No,","Hang on a minute. No,",he was not.,he does not.
3822,213,2,True,arc,Isaiah,Ana,"The receptionist, who has two sisters, was on a diet.","No,","Hang on a minute. No,",he does not.,he was not.
3823,213,3,False,arc,Isaiah,Ana,"The receptionist, who was on a diet, has two sisters.","Thats not true. No,","Wait no,",he was not.,he does not.
3824,213,3,True,arc,Isaiah,Ana,"The receptionist, who has two sisters, was on a diet.","Thats not true. No,","Wait no,",he does not.,he was not.
3825,213,4,False,arc,Isaiah,Ana,"The receptionist, who was on a diet, has two sisters.","Thats not true. No,","Hey, wait a minute. No,",he was not.,he does not.
3826,213,4,True,arc,Isaiah,Ana,"The receptionist, who has two sisters, was on a diet.","Thats not true. No,","Hey, wait a minute. No,",he does not.,he was not.
3827,213,5,False,arc,Isaiah,Ana,"The receptionist, who was on a diet, has two sisters.","Thats not true. No,","Hang on a minute. No,",he was not.,he does not.
3828,213,5,True,arc,Isaiah,Ana,"The receptionist, who has two sisters, was on a diet.","Thats not true. No,","Hang on a minute. No,",he does not.,he was not.
3829,213,6,False,arc,Isaiah,Ana,"The receptionist, who was on a diet, has two sisters.","Nope,","Wait no,",he was not.,he does not.
3830,213,6,True,arc,Isaiah,Ana,"The receptionist, who has two sisters, was on a diet.","Nope,","Wait no,",he does not.,he was not.
3831,213,7,False,arc,Isaiah,Ana,"The receptionist, who was on a diet, has two sisters.","Nope,","Hey, wait a minute. No,",he was not.,he does not.
3832,213,7,True,arc,Isaiah,Ana,"The receptionist, who has two sisters, was on a diet.","Nope,","Hey, wait a minute. No,",he does not.,he was not.
3833,213,8,False,arc,Isaiah,Ana,"The receptionist, who was on a diet, has two sisters.","Nope,","Hang on a minute. No,",he was not.,he does not.
3834,213,8,True,arc,Isaiah,Ana,"The receptionist, who has two sisters, was on a diet.","Nope,","Hang on a minute. No,",he does not.,he was not.
3835,214,0,False,arc,Hector,Luis,"The overseer, who was happy about the cross-country road trip, likes bungee jumping.","No,","Wait no,",she was not.,she does not.
3836,214,0,True,arc,Hector,Luis,"The overseer, who likes bungee jumping, was happy about the cross-country road trip.","No,","Wait no,",she does not.,she was not.
3837,214,1,False,arc,Hector,Luis,"The overseer, who was happy about the cross-country road trip, likes bungee jumping.","No,","Hey, wait a minute. No,",she was not.,she does not.
3838,214,1,True,arc,Hector,Luis,"The overseer, who likes bungee jumping, was happy about the cross-country road trip.","No,","Hey, wait a minute. No,",she does not.,she was not.
3839,214,2,False,arc,Hector,Luis,"The overseer, who was happy about the cross-country road trip, likes bungee jumping.","No,","Hang on a minute. No,",she was not.,she does not.
3840,214,2,True,arc,Hector,Luis,"The overseer, who likes bungee jumping, was happy about the cross-country road trip.","No,","Hang on a minute. No,",she does not.,she was not.
3841,214,3,False,arc,Hector,Luis,"The overseer, who was happy about the cross-country road trip, likes bungee jumping.","Thats not true. No,","Wait no,",she was not.,she does not.
3842,214,3,True,arc,Hector,Luis,"The overseer, who likes bungee jumping, was happy about the cross-country road trip.","Thats not true. No,","Wait no,",she does not.,she was not.
3843,214,4,False,arc,Hector,Luis,"The overseer, who was happy about the cross-country road trip, likes bungee jumping.","Thats not true. No,","Hey, wait a minute. No,",she was not.,she does not.
3844,214,4,True,arc,Hector,Luis,"The overseer, who likes bungee jumping, was happy about the cross-country road trip.","Thats not true. No,","Hey, wait a minute. No,",she does not.,she was not.
3845,214,5,False,arc,Hector,Luis,"The overseer, who was happy about the cross-country road trip, likes bungee jumping.","Thats not true. No,","Hang on a minute. No,",she was not.,she does not.
3846,214,5,True,arc,Hector,Luis,"The overseer, who likes bungee jumping, was happy about the cross-country road trip.","Thats not true. No,","Hang on a minute. No,",she does not.,she was not.
3847,214,6,False,arc,Hector,Luis,"The overseer, who was happy about the cross-country road trip, likes bungee jumping.","Nope,","Wait no,",she was not.,she does not.
3848,214,6,True,arc,Hector,Luis,"The overseer, who likes bungee jumping, was happy about the cross-country road trip.","Nope,","Wait no,",she does not.,she was not.
3849,214,7,False,arc,Hector,Luis,"The overseer, who was happy about the cross-country road trip, likes bungee jumping.","Nope,","Hey, wait a minute. No,",she was not.,she does not.
3850,214,7,True,arc,Hector,Luis,"The overseer, who likes bungee jumping, was happy about the cross-country road trip.","Nope,","Hey, wait a minute. No,",she does not.,she was not.
3851,214,8,False,arc,Hector,Luis,"The overseer, who was happy about the cross-country road trip, likes bungee jumping.","Nope,","Hang on a minute. No,",she was not.,she does not.
3852,214,8,True,arc,Hector,Luis,"The overseer, who likes bungee jumping, was happy about the cross-country road trip.","Nope,","Hang on a minute. No,",she does not.,she was not.
3853,215,0,False,arc,Leslie,Jorge,"The swimmer, who was nervous about the stressful situation, finds humor in the worst situations.","No,","Wait no,",she was not.,she does not.
3854,215,0,True,arc,Leslie,Jorge,"The swimmer, who finds humor in the worst situations, was nervous about the stressful situation.","No,","Wait no,",she does not.,she was not.
3855,215,1,False,arc,Leslie,Jorge,"The swimmer, who was nervous about the stressful situation, finds humor in the worst situations.","No,","Hey, wait a minute. No,",she was not.,she does not.
3856,215,1,True,arc,Leslie,Jorge,"The swimmer, who finds humor in the worst situations, was nervous about the stressful situation.","No,","Hey, wait a minute. No,",she does not.,she was not.
3857,215,2,False,arc,Leslie,Jorge,"The swimmer, who was nervous about the stressful situation, finds humor in the worst situations.","No,","Hang on a minute. No,",she was not.,she does not.
3858,215,2,True,arc,Leslie,Jorge,"The swimmer, who finds humor in the worst situations, was nervous about the stressful situation.","No,","Hang on a minute. No,",she does not.,she was not.
3859,215,3,False,arc,Leslie,Jorge,"The swimmer, who was nervous about the stressful situation, finds humor in the worst situations.","Thats not true. No,","Wait no,",she was not.,she does not.
3860,215,3,True,arc,Leslie,Jorge,"The swimmer, who finds humor in the worst situations, was nervous about the stressful situation.","Thats not true. No,","Wait no,",she does not.,she was not.
3861,215,4,False,arc,Leslie,Jorge,"The swimmer, who was nervous about the stressful situation, finds humor in the worst situations.","Thats not true. No,","Hey, wait a minute. No,",she was not.,she does not.
3862,215,4,True,arc,Leslie,Jorge,"The swimmer, who finds humor in the worst situations, was nervous about the stressful situation.","Thats not true. No,","Hey, wait a minute. No,",she does not.,she was not.
3863,215,5,False,arc,Leslie,Jorge,"The swimmer, who was nervous about the stressful situation, finds humor in the worst situations.","Thats not true. No,","Hang on a minute. No,",she was not.,she does not.
3864,215,5,True,arc,Leslie,Jorge,"The swimmer, who finds humor in the worst situations, was nervous about the stressful situation.","Thats not true. No,","Hang on a minute. No,",she does not.,she was not.
3865,215,6,False,arc,Leslie,Jorge,"The swimmer, who was nervous about the stressful situation, finds humor in the worst situations.","Nope,","Wait no,",she was not.,she does not.
3866,215,6,True,arc,Leslie,Jorge,"The swimmer, who finds humor in the worst situations, was nervous about the stressful situation.","Nope,","Wait no,",she does not.,she was not.
3867,215,7,False,arc,Leslie,Jorge,"The swimmer, who was nervous about the stressful situation, finds humor in the worst situations.","Nope,","Hey, wait a minute. No,",she was not.,she does not.
3868,215,7,True,arc,Leslie,Jorge,"The swimmer, who finds humor in the worst situations, was nervous about the stressful situation.","Nope,","Hey, wait a minute. No,",she does not.,she was not.
3869,215,8,False,arc,Leslie,Jorge,"The swimmer, who was nervous about the stressful situation, finds humor in the worst situations.","Nope,","Hang on a minute. No,",she was not.,she does not.
3870,215,8,True,arc,Leslie,Jorge,"The swimmer, who finds humor in the worst situations, was nervous about the stressful situation.","Nope,","Hang on a minute. No,",she does not.,she was not.
3871,216,0,False,arc,Kenneth,Micah,"The customer, who was talking to the tall nurse, always greets kindly.","No,","Wait no,",she was not.,she does not.
3872,216,0,True,arc,Kenneth,Micah,"The customer, who always greets kindly, was talking to the tall nurse.","No,","Wait no,",she does not.,she was not.
3873,216,1,False,arc,Kenneth,Micah,"The customer, who was talking to the tall nurse, always greets kindly.","No,","Hey, wait a minute. No,",she was not.,she does not.
3874,216,1,True,arc,Kenneth,Micah,"The customer, who always greets kindly, was talking to the tall nurse.","No,","Hey, wait a minute. No,",she does not.,she was not.
3875,216,2,False,arc,Kenneth,Micah,"The customer, who was talking to the tall nurse, always greets kindly.","No,","Hang on a minute. No,",she was not.,she does not.
3876,216,2,True,arc,Kenneth,Micah,"The customer, who always greets kindly, was talking to the tall nurse.","No,","Hang on a minute. No,",she does not.,she was not.
3877,216,3,False,arc,Kenneth,Micah,"The customer, who was talking to the tall nurse, always greets kindly.","Thats not true. No,","Wait no,",she was not.,she does not.
3878,216,3,True,arc,Kenneth,Micah,"The customer, who always greets kindly, was talking to the tall nurse.","Thats not true. No,","Wait no,",she does not.,she was not.
3879,216,4,False,arc,Kenneth,Micah,"The customer, who was talking to the tall nurse, always greets kindly.","Thats not true. No,","Hey, wait a minute. No,",she was not.,she does not.
3880,216,4,True,arc,Kenneth,Micah,"The customer, who always greets kindly, was talking to the tall nurse.","Thats not true. No,","Hey, wait a minute. No,",she does not.,she was not.
3881,216,5,False,arc,Kenneth,Micah,"The customer, who was talking to the tall nurse, always greets kindly.","Thats not true. No,","Hang on a minute. No,",she was not.,she does not.
3882,216,5,True,arc,Kenneth,Micah,"The customer, who always greets kindly, was talking to the tall nurse.","Thats not true. No,","Hang on a minute. No,",she does not.,she was not.
3883,216,6,False,arc,Kenneth,Micah,"The customer, who was talking to the tall nurse, always greets kindly.","Nope,","Wait no,",she was not.,she does not.
3884,216,6,True,arc,Kenneth,Micah,"The customer, who always greets kindly, was talking to the tall nurse.","Nope,","Wait no,",she does not.,she was not.
3885,216,7,False,arc,Kenneth,Micah,"The customer, who was talking to the tall nurse, always greets kindly.","Nope,","Hey, wait a minute. No,",she was not.,she does not.
3886,216,7,True,arc,Kenneth,Micah,"The customer, who always greets kindly, was talking to the tall nurse.","Nope,","Hey, wait a minute. No,",she does not.,she was not.
3887,216,8,False,arc,Kenneth,Micah,"The customer, who was talking to the tall nurse, always greets kindly.","Nope,","Hang on a minute. No,",she was not.,she does not.
3888,216,8,True,arc,Kenneth,Micah,"The customer, who always greets kindly, was talking to the tall nurse.","Nope,","Hang on a minute. No,",she does not.,she was not.
3889,217,0,False,arc,Aidan,Dawson,"The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine.","No,","Wait no,",she was not.,she does not.
3890,217,0,True,arc,Aidan,Dawson,"The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall.","No,","Wait no,",she does not.,she was not.
3891,217,1,False,arc,Aidan,Dawson,"The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine.","No,","Hey, wait a minute. No,",she was not.,she does not.
3892,217,1,True,arc,Aidan,Dawson,"The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall.","No,","Hey, wait a minute. No,",she does not.,she was not.
3893,217,2,False,arc,Aidan,Dawson,"The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine.","No,","Hang on a minute. No,",she was not.,she does not.
3894,217,2,True,arc,Aidan,Dawson,"The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall.","No,","Hang on a minute. No,",she does not.,she was not.
3895,217,3,False,arc,Aidan,Dawson,"The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine.","Thats not true. No,","Wait no,",she was not.,she does not.
3896,217,3,True,arc,Aidan,Dawson,"The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall.","Thats not true. No,","Wait no,",she does not.,she was not.
3897,217,4,False,arc,Aidan,Dawson,"The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine.","Thats not true. No,","Hey, wait a minute. No,",she was not.,she does not.
3898,217,4,True,arc,Aidan,Dawson,"The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall.","Thats not true. No,","Hey, wait a minute. No,",she does not.,she was not.
3899,217,5,False,arc,Aidan,Dawson,"The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine.","Thats not true. No,","Hang on a minute. No,",she was not.,she does not.
3900,217,5,True,arc,Aidan,Dawson,"The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall.","Thats not true. No,","Hang on a minute. No,",she does not.,she was not.
3901,217,6,False,arc,Aidan,Dawson,"The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine.","Nope,","Wait no,",she was not.,she does not.
3902,217,6,True,arc,Aidan,Dawson,"The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall.","Nope,","Wait no,",she does not.,she was not.
3903,217,7,False,arc,Aidan,Dawson,"The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine.","Nope,","Hey, wait a minute. No,",she was not.,she does not.
3904,217,7,True,arc,Aidan,Dawson,"The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall.","Nope,","Hey, wait a minute. No,",she does not.,she was not.
3905,217,8,False,arc,Aidan,Dawson,"The violinist, who was upset about the cleanliness of City Hall, has lots of interest in French cuisine.","Nope,","Hang on a minute. No,",she was not.,she does not.
3906,217,8,True,arc,Aidan,Dawson,"The violinist, who has lots of interest in French cuisine, was upset about the cleanliness of City Hall.","Nope,","Hang on a minute. No,",she does not.,she was not.
